Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.003865,0.003865,0.001587,2.4352,1.0,0.003865
Apache,0.008063,0.008063,0.003519,2.291,1.0,0.008063
Cochise,0.004912,0.004912,0.002001,2.4546,1.0,0.004912
Coconino,0.003282,0.003282,0.00138,2.3781,1.0,0.003282
Gila,0.005871,0.005871,0.002444,2.4026,1.0,0.005871
Graham,0.003809,0.003809,0.001622,2.348,1.0,0.003809
Greenlee,0.008717,0.008717,0.00358,2.4352,1.0,0.008717
La Paz,0.00287,0.00287,0.000995,2.5967,1.1111,0.00287
Maricopa,0.003676,0.003676,0.001502,2.4476,1.0,0.003676
Mohave,0.002799,0.002799,0.001183,2.3658,1.0,0.002799
Navajo,0.005371,0.005371,0.002326,2.3092,1.0,0.005371
Pima,0.004268,0.004268,0.00173,2.4665,1.0,0.004268
Pinal,0.003693,0.003693,0.00153,2.4137,1.0,0.003693
Santa Cruz,Unknown,Unknown,0.002172,2.582,1.0,0.005608
Yavapai,0.00441,0.00441,0.001774,2.4865,1.0,0.00441
Yuma,0.003743,0.003743,0.001534,2.4393,1.0,0.003743
