Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001599,0.001599,0.0007,2.2831,1.0,0.001599
Addison,0.001261,0.001261,0.000571,2.2091,1.0,0.001261
Bennington,0.002314,0.002314,0.001015,2.2798,1.0,0.002314
Caledonia,0.000642,0.000642,0.000267,2.4082,1.0,0.000642
Chittenden,0.000997,0.000997,0.00044,2.2682,1.0,0.000997
Essex,0.002593,0.002593,0.001136,2.2831,1.0,0.002593
Franklin,0.001399,0.001399,0.000628,2.2298,1.0,0.001399
Grand Isle,0.003852,0.003852,0.000829,2.3222,2.0,0.003852
Lamoille,0.00473,0.00473,0.000907,2.608,2.0,0.00473
Orange,0.00135,0.00135,0.000588,2.2941,1.0,0.00135
Orleans,0.00081,0.00081,0.000333,2.432,1.0,0.00081
Rutland,0.003654,0.003654,0.001272,2.3222,1.2373,0.003654
Washington,0.001536,0.001536,0.000599,2.186,1.1724,0.001536
Windham,0.002874,0.002874,0.001184,2.2782,1.0652,0.002874
Windsor,0.001331,0.001331,0.000581,2.291,1.0,0.001331
