Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.002338,0.002338,0.000925,2.247,1.125,0.002338
Androscoggin,0.003397,0.003397,0.001127,2.2176,1.3596,0.003397
Aroostook,0.002582,0.002582,0.001148,2.2488,1.0,0.002582
Cumberland,0.001456,0.001456,0.000654,2.2258,1.0,0.001456
Franklin,0.002598,0.002598,0.000695,2.2414,1.6667,0.002598
Hancock,0.00281,0.00281,0.000818,2.2631,1.5172,0.00281
Kennebec,0.002316,0.002316,0.001022,2.2665,1.0,0.002316
Knox,0.001657,0.001657,0.000704,2.2665,1.0385,0.001657
Lincoln,0.003107,0.003107,0.000924,2.2782,1.4762,0.003107
Oxford,0.001482,0.001482,0.000655,2.2613,1.0,0.001482
Penobscot,0.005422,0.005422,0.001413,2.2414,1.712,0.005422
Piscataquis,0.002424,0.002424,0.000834,2.2357,1.3,0.002424
Sagadahoc,0.002972,0.002972,0.000948,2.2798,1.375,0.002972
Somerset,0.005572,0.005572,0.001921,2.2956,1.2632,0.005572
Waldo,0.001424,0.001424,0.000629,2.168,1.0435,0.001424
Washington,0.002453,0.002453,0.000988,2.3179,1.0714,0.002453
York,0.002366,0.002366,0.000804,2.2506,1.3071,0.002366
