Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.002818,0.002818,0.001129,2.3208,1.0757,0.002818
Allegany,0.001953,0.001953,0.00088,2.2176,1.0,0.001953
Anne Arundel,0.00288,0.00288,0.001024,2.3427,1.2008,0.00288
Baltimore,0.002558,0.002558,0.000981,2.3136,1.1264,0.002558
Calvert,0.002841,0.002841,0.000908,2.3374,1.3387,0.002841
Caroline,0.004306,0.004306,0.001078,2.2831,1.75,0.004306
Carroll,0.004445,0.004445,0.001027,2.34,1.8495,0.004445
Cecil,0.002629,0.002629,0.000856,2.2956,1.3385,0.002629
Charles,0.003636,0.003636,0.001354,2.3805,1.1282,0.003636
Dorchester,0.00367,0.00367,0.001441,2.3208,1.0976,0.00367
Frederick,0.002006,0.002006,0.000848,2.3017,1.0282,0.002006
Garrett,0.002595,0.002595,0.000931,2.2525,1.2381,0.002595
Harford,0.002986,0.002986,0.00101,2.3236,1.2723,0.002986
Howard,0.002738,0.002738,0.001096,2.3292,1.0723,0.002738
Kent,0.001846,0.001846,0.000824,2.2414,1.0,0.001846
Montgomery,0.002856,0.002856,0.001219,2.3427,1.0,0.002856
Prince George's,0.003555,0.003555,0.001412,2.3467,1.0727,0.003555
Queen Anne's,0.003325,0.003325,0.001052,2.3708,1.3333,0.003325
St. Mary's,0.004912,0.004912,0.001524,2.417,1.3333,0.004912
Somerset,0.003975,0.003975,0.001249,2.3608,1.3478,0.003975
Talbot,0.002108,0.002108,0.000914,2.3047,1.0,0.002108
Washington,0.001246,0.001246,0.000556,2.2414,1.0,0.001246
Wicomico,0.002141,0.002141,0.000927,2.3107,1.0,0.002141
Worcester,0.004108,0.004108,0.000976,2.3583,1.7857,0.004108
Baltimore City,0.002951,0.002951,0.001292,2.2831,1.0,0.002951
