Name,Estimated unvaccinated prevalence,Estimated vaccinated prevalence,Reported prevalence,Underreporting factor,Delay factor,Estimated prevalence
Entire state,0.001981,0.001981,0.000871,2.2749,1.0,0.001981
Albany,0.000821,0.000821,0.00036,2.2798,1.0,0.000821
Big Horn,0.001966,0.001966,0.000848,2.3179,1.0,0.001966
Campbell,0.002694,0.002694,0.000798,2.4373,1.3846,0.002694
Carbon,0.001028,0.001028,0.000473,2.1733,1.0,0.001028
Converse,0.002995,0.002995,0.001013,2.2749,1.3,0.002995
Crook,0.001203,0.001203,0.000527,2.2814,1.0,0.001203
Fremont,0.002663,0.002663,0.001172,2.2732,1.0,0.002663
Goshen,0.003485,0.003485,0.001514,2.3017,1.0,0.003485
Hot Springs,0.005983,0.005983,0.00136,2.2002,2.0,0.005983
Johnson,0.004023,0.004023,0.001658,2.4267,1.0,0.004023
Laramie,0.002134,0.002134,0.000935,2.2831,1.0,0.002134
Lincoln,0.001467,0.001467,0.000656,2.2376,1.0,0.001467
Natrona,0.002073,0.002073,0.000952,2.1785,1.0,0.002073
Niobrara,0.014767,0.014767,0.006367,2.3193,1.0,0.014767
Park,0.000749,0.000749,0.000343,2.186,1.0,0.000749
Platte,0.001642,0.001642,0.000715,2.2972,1.0,0.001642
Sheridan,0.003151,0.003151,0.001411,2.2337,1.0,0.003151
Sublette,0.001613,0.001613,0.000712,2.2648,1.0,0.001613
Sweetwater,0.001405,0.001405,0.000614,2.2878,1.0,0.001405
Teton,0.002142,0.002142,0.000938,2.2847,1.0,0.002142
Uinta,0.001744,0.001744,0.000791,2.2047,1.0,0.001744
Washakie,0.005432,0.005432,0.002178,2.494,1.0,0.005432
Weston,0.007055,0.007055,0.001444,2.4435,2.0,0.007055
